,pokedex_number,name,generation,status,species,type_number,type_1,hp,attack,defense,speed,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
251,209,Snubbull,2,Normal,Fairy Pokémon,1,Fairy,60.0,80.0,50.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
252,210,Granbull,2,Normal,Fairy Pokémon,1,Fairy,90.0,120.0,75.0,45.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
253,211,Qwilfish,2,Normal,Balloon Pokémon,2,Water,65.0,95.0,85.0,85.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
254,212,Scizor,2,Normal,Pincer Pokémon,2,Bug,70.0,130.0,100.0,65.0,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
256,213,Shuckle,2,Normal,Mold Pokémon,2,Bug,20.0,10.0,230.0,5.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
257,214,Heracross,2,Normal,Single Horn Pokémon,2,Bug,80.0,125.0,75.0,85.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,4.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0
259,215,Sneasel,2,Normal,Sharp Claw Pokémon,2,Dark,55.0,95.0,55.0,115.0,1.0,2.0,1.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.0,2.0,2.0,0.5,1.0,0.5,2.0,2.0
260,216,Teddiursa,2,Normal,Little Bear Pokémon,1,Normal,60.0,80.0,50.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
261,217,Ursaring,2,Normal,Hibernator Pokémon,1,Normal,90.0,130.0,75.0,55.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
262,218,Slugma,2,Normal,Lava Pokémon,1,Fire,40.0,40.0,40.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
263,219,Magcargo,2,Normal,Lava Pokémon,2,Fire,60.0,50.0,120.0,30.0,0.5,0.25,4.0,1.0,1.0,0.5,2.0,0.5,4.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
264,220,Swinub,2,Normal,Pig Pokémon,2,Ice,50.0,50.0,40.0,50.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
265,221,Piloswine,2,Normal,Swine Pokémon,2,Ice,100.0,100.0,80.0,50.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
266,222,Corsola,2,Normal,Coral Pokémon,2,Water,65.0,55.0,95.0,35.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
267,222,Galarian Corsola,2,Normal,Coral Pokémon,1,Ghost,60.0,55.0,100.0,30.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
268,223,Remoraid,2,Normal,Jet Pokémon,1,Water,35.0,65.0,35.0,65.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
269,224,Octillery,2,Normal,Jet Pokémon,1,Water,75.0,105.0,75.0,45.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
270,225,Delibird,2,Normal,Delivery Pokémon,2,Ice,45.0,55.0,45.0,75.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,2.0,1.0
271,226,Mantine,2,Normal,Kite Pokémon,2,Water,85.0,40.0,70.0,70.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
272,227,Skarmory,2,Normal,Armor Bird Pokémon,2,Steel,65.0,80.0,140.0,70.0,0.5,2.0,1.0,2.0,0.25,1.0,1.0,0.0,0.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.5,0.5
273,228,Houndour,2,Normal,Dark Pokémon,2,Dark,45.0,60.0,30.0,65.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0
274,229,Houndoom,2,Normal,Dark Pokémon,2,Dark,75.0,90.0,50.0,95.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0
276,230,Kingdra,2,Normal,Dragon Pokémon,2,Water,75.0,95.0,95.0,85.0,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0
277,231,Phanpy,2,Normal,Long Nose Pokémon,1,Ground,90.0,60.0,60.0,40.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
278,232,Donphan,2,Normal,Armor Pokémon,1,Ground,90.0,120.0,120.0,50.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
279,233,Porygon2,2,Normal,Virtual Pokémon,1,Normal,85.0,80.0,90.0,60.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
280,234,Stantler,2,Normal,Big Horn Pokémon,1,Normal,73.0,95.0,62.0,85.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
281,235,Smeargle,2,Normal,Painter Pokémon,1,Normal,55.0,20.0,35.0,75.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
282,236,Tyrogue,2,Normal,Scuffle Pokémon,1,Fighting,35.0,35.0,35.0,35.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
283,237,Hitmontop,2,Normal,Handstand Pokémon,1,Fighting,50.0,95.0,95.0,70.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
284,238,Smoochum,2,Normal,Kiss Pokémon,2,Ice,45.0,30.0,15.0,65.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,2.0,1.0
285,239,Elekid,2,Normal,Electric Pokémon,1,Electric,45.0,63.0,37.0,95.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
286,240,Magby,2,Normal,Live Coal Pokémon,1,Fire,45.0,75.0,37.0,83.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
287,241,Miltank,2,Normal,Milk Cow Pokémon,1,Normal,95.0,80.0,105.0,100.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
288,242,Blissey,2,Normal,Happiness Pokémon,1,Normal,255.0,10.0,10.0,55.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
292,246,Larvitar,2,Normal,Rock Skin Pokémon,2,Rock,50.0,64.0,50.0,41.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
293,247,Pupitar,2,Normal,Hard Shell Pokémon,2,Rock,70.0,84.0,70.0,51.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
294,248,Tyranitar,2,Normal,Armor Pokémon,2,Rock,100.0,134.0,110.0,61.0,0.5,0.5,2.0,1.0,2.0,1.0,4.0,0.5,2.0,0.5,0.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0
299,252,Treecko,3,Normal,Wood Gecko Pokémon,1,Grass,40.0,45.0,35.0,70.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
300,253,Grovyle,3,Normal,Wood Gecko Pokémon,1,Grass,50.0,65.0,45.0,95.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
301,254,Sceptile,3,Normal,Forest Pokémon,1,Grass,70.0,85.0,65.0,120.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
303,255,Torchic,3,Normal,Chick Pokémon,1,Fire,45.0,60.0,40.0,45.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
304,256,Combusken,3,Normal,Young Fowl Pokémon,2,Fire,60.0,85.0,60.0,55.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
305,257,Blaziken,3,Normal,Blaze Pokémon,2,Fire,80.0,120.0,70.0,80.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
307,258,Mudkip,3,Normal,Mud Fish Pokémon,1,Water,50.0,70.0,50.0,40.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
308,259,Marshtomp,3,Normal,Mud Fish Pokémon,2,Water,70.0,85.0,70.0,50.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
309,260,Swampert,3,Normal,Mud Fish Pokémon,2,Water,100.0,110.0,90.0,60.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
311,261,Poochyena,3,Normal,Bite Pokémon,1,Dark,35.0,55.0,35.0,35.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
312,262,Mightyena,3,Normal,Bite Pokémon,1,Dark,70.0,90.0,70.0,70.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
313,263,Zigzagoon,3,Normal,TinyRaccoon Pokémon,1,Normal,38.0,30.0,41.0,60.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
314,263,Galarian Zigzagoon,3,Normal,Tiny Raccoon Pokémon,2,Dark,38.0,30.0,41.0,60.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.5,1.0,2.0
315,264,Linoone,3,Normal,Rushing Pokémon,1,Normal,78.0,70.0,61.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
316,264,Galarian Linoone,3,Normal,Rushing Pokémon,2,Dark,78.0,70.0,61.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.5,1.0,2.0
317,265,Wurmple,3,Normal,Worm Pokémon,1,Bug,45.0,45.0,35.0,20.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
318,266,Silcoon,3,Normal,Cocoon Pokémon,1,Bug,50.0,35.0,55.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
319,267,Beautifly,3,Normal,Butterfly Pokémon,2,Bug,60.0,70.0,50.0,65.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
320,268,Cascoon,3,Normal,Cocoon Pokémon,1,Bug,50.0,35.0,55.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
321,269,Dustox,3,Normal,Poison Moth Pokémon,2,Bug,60.0,50.0,70.0,65.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
322,270,Lotad,3,Normal,Water Weed Pokémon,2,Water,40.0,30.0,30.0,30.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
323,271,Lombre,3,Normal,Jolly Pokémon,2,Water,60.0,50.0,50.0,50.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
324,272,Ludicolo,3,Normal,Carefree Pokémon,2,Water,80.0,70.0,70.0,70.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
325,273,Seedot,3,Normal,Acorn Pokémon,1,Grass,40.0,40.0,50.0,30.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
326,274,Nuzleaf,3,Normal,Wily Pokémon,2,Grass,70.0,70.0,40.0,60.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
327,275,Shiftry,3,Normal,Wicked Pokémon,2,Grass,90.0,100.0,60.0,80.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
328,276,Taillow,3,Normal,TinySwallow Pokémon,2,Normal,40.0,55.0,30.0,85.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
329,277,Swellow,3,Normal,Swallow Pokémon,2,Normal,60.0,85.0,60.0,125.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
330,278,Wingull,3,Normal,Seagull Pokémon,2,Water,40.0,30.0,30.0,85.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
331,279,Pelipper,3,Normal,Water Bird Pokémon,2,Water,60.0,50.0,100.0,65.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
332,280,Ralts,3,Normal,Feeling Pokémon,2,Psychic,28.0,25.0,25.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
333,281,Kirlia,3,Normal,Emotion Pokémon,2,Psychic,38.0,35.0,35.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
334,282,Gardevoir,3,Normal,Embrace Pokémon,2,Psychic,68.0,65.0,65.0,80.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
336,283,Surskit,3,Normal,Pond Skater Pokémon,2,Bug,40.0,30.0,32.0,65.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
337,284,Masquerain,3,Normal,Eyeball Pokémon,2,Bug,70.0,60.0,62.0,80.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
338,285,Shroomish,3,Normal,Mushroom Pokémon,1,Grass,60.0,40.0,60.0,35.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
339,286,Breloom,3,Normal,Mushroom Pokémon,2,Grass,60.0,130.0,80.0,70.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0
340,287,Slakoth,3,Normal,Slacker Pokémon,1,Normal,60.0,60.0,60.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
341,288,Vigoroth,3,Normal,Wild Monkey Pokémon,1,Normal,80.0,80.0,80.0,90.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
342,289,Slaking,3,Normal,Lazy Pokémon,1,Normal,150.0,160.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
343,290,Nincada,3,Normal,Trainee Pokémon,2,Bug,31.0,45.0,90.0,40.0,1.0,2.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
344,291,Ninjask,3,Normal,Ninja Pokémon,2,Bug,61.0,90.0,45.0,160.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
345,292,Shedinja,3,Normal,Shed Pokémon,2,Bug,1.0,90.0,45.0,40.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0
346,293,Whismur,3,Normal,Whisper Pokémon,1,Normal,64.0,51.0,23.0,28.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
347,294,Loudred,3,Normal,Big Voice Pokémon,1,Normal,84.0,71.0,43.0,48.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
348,295,Exploud,3,Normal,Loud Noise Pokémon,1,Normal,104.0,91.0,63.0,68.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
349,296,Makuhita,3,Normal,Guts Pokémon,1,Fighting,72.0,60.0,30.0,25.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
350,297,Hariyama,3,Normal,Arm Thrust Pokémon,1,Fighting,144.0,120.0,60.0,50.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
351,298,Azurill,3,Normal,Polka Dot Pokémon,2,Normal,50.0,20.0,40.0,20.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0
352,299,Nosepass,3,Normal,Compass Pokémon,1,Rock,30.0,45.0,135.0,30.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
353,300,Skitty,3,Normal,Kitten Pokémon,1,Normal,50.0,45.0,45.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
354,301,Delcatty,3,Normal,Prim Pokémon,1,Normal,70.0,65.0,65.0,90.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
355,302,Sableye,3,Normal,Darkness Pokémon,2,Dark,50.0,75.0,75.0,50.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
357,303,Mawile,3,Normal,Deceiver Pokémon,2,Steel,50.0,85.0,85.0,50.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5
359,304,Aron,3,Normal,Iron Armor Pokémon,2,Steel,50.0,70.0,100.0,30.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
360,305,Lairon,3,Normal,Iron Armor Pokémon,2,Steel,60.0,90.0,140.0,40.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
361,306,Aggron,3,Normal,Iron Armor Pokémon,2,Steel,70.0,110.0,180.0,50.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
363,307,Meditite,3,Normal,Meditate Pokémon,2,Fighting,30.0,40.0,55.0,60.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
364,308,Medicham,3,Normal,Meditate Pokémon,2,Fighting,60.0,60.0,75.0,80.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
366,309,Electrike,3,Normal,Lightning Pokémon,1,Electric,40.0,45.0,40.0,65.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
367,310,Manectric,3,Normal,Discharge Pokémon,1,Electric,70.0,75.0,60.0,105.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
369,311,Plusle,3,Normal,Cheering Pokémon,1,Electric,60.0,50.0,40.0,95.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
370,312,Minun,3,Normal,Cheering Pokémon,1,Electric,60.0,40.0,50.0,95.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
371,313,Volbeat,3,Normal,Firefly Pokémon,1,Bug,65.0,73.0,75.0,85.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
372,314,Illumise,3,Normal,Firefly Pokémon,1,Bug,65.0,47.0,75.0,85.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
373,315,Roselia,3,Normal,Thorn Pokémon,2,Grass,50.0,60.0,45.0,65.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
374,316,Gulpin,3,Normal,Stomach Pokémon,1,Poison,70.0,43.0,53.0,40.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
375,317,Swalot,3,Normal,Poison Bag Pokémon,1,Poison,100.0,73.0,83.0,55.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
376,318,Carvanha,3,Normal,Savage Pokémon,2,Water,45.0,90.0,20.0,65.0,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
377,319,Sharpedo,3,Normal,Brutal Pokémon,2,Water,70.0,120.0,40.0,95.0,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
379,320,Wailmer,3,Normal,Ball Whale Pokémon,1,Water,130.0,70.0,35.0,60.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
380,321,Wailord,3,Normal,Float Whale Pokémon,1,Water,170.0,90.0,45.0,60.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
381,322,Numel,3,Normal,Numb Pokémon,2,Fire,60.0,60.0,40.0,35.0,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
382,323,Camerupt,3,Normal,Eruption Pokémon,2,Fire,70.0,100.0,70.0,40.0,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
384,324,Torkoal,3,Normal,Coal Pokémon,1,Fire,70.0,85.0,140.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
385,325,Spoink,3,Normal,Bounce Pokémon,1,Psychic,60.0,25.0,35.0,60.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
386,326,Grumpig,3,Normal,Manipulate Pokémon,1,Psychic,80.0,45.0,65.0,80.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
